横断,おうだん,cruzando
終える,おえる,terminar
大いに,おおいに,muito-muito-muito
覆う,おおう,cobrir-esconder-esconder-envolver-disfarçar
,オーバー,(1) sobretudo-(2) sobre
大家,おおや,família rica - família distinta
丘,おか,terreno ascendente colina-altura-colina
沖,おき,Mar aberto
奥,おく,interior-parte interna
贈る,おくる,enviar-para dar-para conceder a-para conferir
起こる,おこる,acontecer- acontecer
幼い,おさない,muito infantil
収める,おさめる,obter-colhe-pagar-fornecer-aceitar
,おじいさん,avô-homem idoso-cidadão
,おしゃべり,tagarelar-falar-falar
汚染,おせん,poluição-contaminação
,おそらく,talvez
恐れる,おそれる,temer - ter medo de
恐ろしい,おそろしい,terrível-terrível
お互い,おたがい,mútuo-recíproco-um ao outro
穏やか,おだやか,calmo-suave-quieto
男の人,おとこのひと,homem
劣る,おとる,ficar para trás - ser inferior a
お腹,おなか,estômago
鬼,おに,ogre-demon-it (ou seja, em um jogo de pega-pega)
帯,おび,banda (por exemplo, condução-valência)
お昼,おひる,almoço-meio-dia
,オフィス,escritório
溺れる,おぼれる,afogar-se em
,おまえ,(fam) você (canta)-presença (de um personagem elevado)
,おめでとう,Parabéns! - uma ocasião auspiciosa!
お目に掛かる,おめにかかる,conhecer (alguém de status superior)
思い出,おもいで,memórias-lembranças-reminiscência
主に,おもに,principalmente-principalmente
思わず,おもわず,não intencional-espontâneo
,おや,pais
泳ぎ,およぎ,natação
,およそ,sobre-aproximadamente-como regra-aproximadamente
及ぼす,およぼす,exercer-causar-exercitar
居る,おる,ser (animar)-ser-existir
下す,おろす,abaixar-deixar descer
降ろす,おろす,derrubar-lançar-soltar
終,おわり, fim
音,おん,nota sonora
恩,おん,favor-obrigação-dívida de gratidão
温暖,おんだん,cordialidade
温度,おんど,temperatura
可,か,aceitável
課,か,contador de capítulos (de um livro)
,カー,carro
,カード,cartão-requeijão
会,かい,reunião-assembleia-festa-associação-clube
回,かい,contador de ocorrências
害,がい,lesão-dano-mal influência-dano
会員,かいいん,membro-a adesão
絵画,かいが,foto
海外,かいがい,estrangeiro-no exterior-no exterior
会計,かいけい,conta-financeiro-contador
解決,かいけつ,liquidação-solução-resolução
会合,かいごう,reunião-assembléia
外交,がいこう,diplomacia
開始,かいし,início-início-início
解釈,かいしゃく,explicação-interpretação
外出,がいしゅつ,sair-sair
改善,かいぜん,melhoria-melhoria
快適,かいてき,agradável-agradável-confortável
回復,かいふく,recuperação (da doença)-melhoria-reabilitação-restauração
飼う,かう,manter-criar-alimentar
替える,かえる,trocar-trocar-substituir-substituir
換える,かえる,trocar-trocar-substituir-substituir
香り,かおり,aroma-fragrância-cheiro-cheiro
画家,がか,pintor-artista
抱える,かかえる,segurar ou carregar sob ou nos braços
 por exemplo,かかく,preço-valor-custo
化学,かがく,química
輝く,かがやく,brilhar-brilhar-brilhar
係,かかり,funcionário-dever-responsável
掛かる,かかる,tomar (por exemplo, tempo- dinheiro- etc)-para pendurar
罹る,かかる,sofrer de
鍵,かぎ,chave
限る,かぎる,restringir-limitar-confinar
描く,かく,desenhar-pintar-esboçar-representar-descrever
家具,かぐ,mobília
学,がく,aprendizagem-bolsa-erudição-conhecimento
額,がく,sobrancelha
覚悟,かくご,resolução-renúncia-prontidão-preparação
確実,かくじつ,certeza-confiabilidade-solidez
学者,がくしゃ,estudioso
学習,がくしゅう,estudar-aprender
隠す,かくす,ocultar - ocultar
拡大,かくだい,ampliação-ampliação
確認,かくにん,afirmação-confirmação
学問,がくもん,bolsa-estudo-aprendizagem
隠れる,かくれる,esconder-estar escondido-esconder-se-desaparecer
影,かげ,sombra-sombra-outro lado
陰,かげ,sombra-sombra-outro lado
欠ける,かける,estar em falta
加減,かげん,adição e subtração-permissão para
過去,かこ,os dias passados - o passado
籠,かご,gaiola
囲む,かこむ,cercar - cercar
火災,かさい,incêndio de conflagração
貸し,かし,empréstimo-empréstimo
菓子,かし,pastelaria
家事,かじ,trabalhos domésticos - tarefas domésticas
賢い,かしこい,sábio-inteligente-inteligente
歌手,かしゅ,cantor
数,かず,algarismo
稼ぐ,かせぐ,para ganhar renda para trabalho
数える,かぞえる,contar
型,かた,molde-modelo-estilo-forma-tipo-dados
肩,かた,ombro
硬い,かたい,escrita sólida-dura (especialmente metal-pedra) não polida
方々,かたがた,pessoas-isso e aquilo-aqui e ali-em todo lugar
刀,かたな,espada-sabre-faca-ferramenta de gravação
語る,かたる,falar-dizer-recitar
勝ち,かち,vitória-vitória
 por exemplo,かち, valor-vale-mérito
,がっかり,sentir-se desapontado-ficar abatido-perder o coração
活気,かっき,vivacidade energética
学期,がっき,termo (escola)
格好,かっこう,forma-forma-postura-adequação
活動,かつどう,ação-atividade
活用,かつよう,conjugação-uso prático
悲しむ,かなしむ,estar triste - lamentar - lamentar
必ずしも,かならずしも,(não) sempre- (não) necessariamente- (não) todos- (não) inteiramente
,かなり,consideravelmente-bastante-bastante
金,かね,(1) ouro-(2) ouro geral (shogi) (abbr)
金持ち,かねもち,homem rico
可能,かのう,possível-praticável-viável
株,かぶ,cepo-toco (de árvore)
被る,かぶる,sofrer
構う,かまう,preocupar-se preocupar-estar preocupado com
我慢,がまん,paciência-resistência-perseverança
上,かみ,(1) primeiro volume-(2) qualidade superior-(3) governamental
神,かみ,Deus
雷,かみなり,trovão
髪の毛,かみのけ,cabelo (cabeça)
科目,かもく,(escola) matéria-currículo-curso
,かもしれない,pode-poder-talvez-pode-ser-possivelmente
火曜,かよう,(abbr) terça-feira
空,から,céu
柄,がら,punho (de uma espada) cabo (de uma adaga) punho
刈る,かる,cortar (cabelo) - cortar (grama) - colher
彼等,かれら,eles (geralmente homens)
川,かわ,rio
河,かわ,rio-corrente
皮,かわ,pele-couro-pele-pele-casca-casca
革,かわ,couro
,かわいそう,pobre-lamentável-patético
,かわいらしい,adorável-doce
缶,かん,lata
勘,かん,percepção-intuição-o sexto sentido
考え,かんがえ,pensamento-pensamento-idéias-intenção
感覚,かんかく,sentido-sensação
観客,かんきゃく,público-espectador(es)
環境,かんきょう,ambiente-circunstância
歓迎,かんげい,recepção de boas vindas
観光,かんこう,passeio turístico
観察,かんさつ,observação-inquérito
感じ,かんじ,sensação-sentido-impressão
感謝,かんしゃ,agradecimento-gratidão
患者,かんじゃ,um paciente
勘 定,かんじょう,cálculo-contagem-consideração
感情,かんじょう,emoção(ões)-sentimento(s)-sentimento
感じる,かんじる,sentir-sentir-experimentar
感心,かんしん,admiração-Muito bem!
関心,かんしん,preocupação-interesse
関する,かんする,preocupar-estar relacionado
完成,かんせい,(1) conclusão-completa-(2) realização-perfeição
完全,かんぜん,perfeição-completude
感動,かんどう,sendo profundamente comovido-excitação-impressão-emoção profunda
監督,かんとく,supervisão-controle-superintendência
管理,かんり,gerenciamento de controle (por exemplo, de um negócio)
完了,かんりょう,conclusão-conclusão
関連,かんれん,relação-conexão-relevância
議員,ぎいん,membro da Dieta - congresso ou parlamento
記憶,きおく,memória-lembrança-lembrança
気温,きおん,temperatura
機械,きかい,mecanismo de máquina
議会,ぎかい,Dieta-congresso-parlamento
期間,きかん,período-prazo
機関,きかん,órgão-mecanismo-instalação-motor
企業,きぎょう,empresa-empresa
効く,きく,para ser efetivo
機嫌,きげん,humor-temperamento-humor
気候,きこう,clima
岸,きし,banco-costa-litoral
生地,きじ,local de nascimento
記事,きじ,artigo-notícias história-reportagem-conta
技師,ぎし,engenheiro-técnico
記者,きしゃ,repórter
傷,きず,ferida-ferimento-ferimento-corte
期待,きたい,expectativa-antecipação-esperança
帰宅,きたく,voltando para casa
貴重,きちょう,precioso-valioso
議長,ぎちょう,presidente
,きちんと,precisamente-precisamente
,きつい,apertado-fechado-intenso
気付く,きづく,perceber - reconhecer - tornar-se consciente de
気に入る,きにいる,estar satisfeito com - para atender
記入,きにゅう,entrada-preenchimento de formulários
記念,きねん,lembrança-comemoração
機能,きのう,corpo docente funcional
気の毒,きのどく,lamentável- uma pena
寄付,きふ,contribuição-doação
希望,きぼう,esperança-desejo-aspiração
基本,きほん,fundação-base-padrão
決まり,きまり,acordo-conclusão-regulamento-regra
気味,きみ, como - parecendo - parecia
奇妙,きみょう,estranho-queer-curioso
義務,ぎむ,dever-obrigação-responsabilidade
疑問,ぎもん,pergunta-problema-dúvida-adivinhar
逆,ぎゃく,reverso-oposto
,キャプテン,capitão
,キャンプ,acampamento
九,きゅう,nove
旧,きゅう,ex-
級,きゅう,turma- série- classificação- escola turma- série
球,きゅう,globo-esfera-bola
休暇,きゅうか,feriado de folga
休憩,きゅうけい,descanso-pausa-recesso-intervalo
急激,きゅうげき,súbito-precipitado-radical
吸収,きゅうしゅう,absorção-sucção-atração
救助,きゅうじょ,socorro-ajuda-salvamento
急速,きゅうそく,rápido (por exemplo, progresso)
急に,きゅうに,rapidamente-rapidamente-imediatamente
給料,きゅうりょう,salário-salário
器用,きよう,hábil-prático
教科書,きょうかしょ,livro didático
競技,きょうぎ,concurso de jogo
行儀,ぎょうぎ,maneiras
供給,きょうきゅう,abastecimento-provisão
教師,きょうし,professor (sala de aula)
教授,きょうじゅ,ensino-instrução-professor
強調,きょうちょう,ponto de ênfase-stress-stress
共通,きょうつう,comunidade comum
共同,きょうどう,cooperação-associação-colaboração-junta
恐怖,きょうふ,ter medo-pavor-desânimo-terror
協力,きょうりょく,cooperação-colaboração
強力,きょうりょく,guia de suporte de montanha de força hercúlea
許可,きょか,permissão-aprovação
局,きょく,dama da corte à espera
巨大,きょだい,enorme-gigantesco-enorme
嫌う,きらう,odiar-não gostar-detestar
霧,きり,neblina
切れ,きれ,pano-pedaço-corte-corte
切れる,きれる,(1) cortar bem - ser afiado - (2) quebrar (fora)
,キロ,(abbr) quilo--quilograma-quilômetro-10^3
記録,きろく,registro-minuto-documento
議論,ぎろん,argumento-discussão-disputa
金,きん,(1) ouro-(2) ouro geral (shogi) (abbr)
銀,ぎん,(1) tinta prata-prata moeda-prata
禁煙,きんえん,Proibido fumar!
金額,きんがく,quantia de dinheiro
金庫,きんこ,cofre-forte-tesouraria-fornecedor de fundos
禁止,きんし,proibição-proibição
金銭,きんせん,dinheiro
金属,きんぞく,metal
近代,きんだい,dias de hoje
緊張,きんちょう,tensão-tensão mental-nervosismo
筋肉,きんにく,tendão muscular
金融,きんゆう,situação de circulação monetária-crédito
金曜,きんよう,(abbr) sexta-feira
九,く,nove
句,く,frase
食う,くう,(masculino) (vulg) comer
偶然,ぐうぜん,(por) acaso, inesperadamente, de repente
臭い,くさい,odor-cheiro-cheiro-fedor
鎖,くさり,corrente
腐る,くさる,apodrecer - ir mal
癖,くせ,um hábito (muitas vezes um mau hábito) - peculiaridade
管,くだ,cano-tubo
具体,ぐたい,concreto-material-tangível
下さる,くださる,(hon) dar - conferir
下り,くだり,down-train (saindo de Tóquio)
苦痛,くつう,dor agonia
,ぐっすり,sono profundo - sono profundo
区別,くべつ,distinção-diferenciação-classificação
組,くみ,turma-grupo-equipe-conjunto
組合,くみあい,associação-sindicato
組む,くむ,para juntar
曇,くもり,nebulosidade-nublado tempo-sombra
位,くらい,grau-classificação-sobre
暮らし,くらし,meios de vida-subsistência-circunstâncias
,クラシック,clássico(s)
暮らす,くらす,viver-para se dar bem
,グラス,(1) vidro-(2) grama
,グランド,Glândula-grande-terra (elétrica)
,クリーム,creme
繰り返す,くりかえす,repetir-fazer algo de novo
,クリスマス,Natal
狂う,くるう,enlouquecer - ficar fora de ordem
,グループ,grupo
苦しい,くるしい,doloroso-difícil
苦しむ,くるしむ,sofrer-gemer-estar preocupado
暮れ,くれ,final de ano-pôr do sol-anoitecer-fim
苦労,くろう,problemas-dificuldades
加える,くわえる,acrescentar-resumir-adicionar (acima)
詳しい,くわしい,conhecendo muito bem-detalhado-totalmente preciso
加わる,くわわる,aderir a-aceder a-aumentar-para ganhar (influência)
訓,くん,leitura japonesa nativa de um caractere chinês
軍,ぐん,tropas do exército
軍隊,ぐんたい,tropas do exército
訓練,くんれん,treinamento prático
下,げ,sob-abaixo-abaixo
計,けい,plano
敬意,けいい,respeito-honra
経営,けいえい,administração de gerência
計画,けいかく,plano-projeto-cronograma-esquema-programa
景気,けいき,condição-estado-negócio (condição)
経験,けいけん,experiência
傾向,けいこう,tendência-tendência-inclinação
警告,けいこく,conselho de advertência
計算,けいさん,cálculo de contas
掲示,けいじ,boletim de notícias
刑事,けいじ,detetive de caso criminal (polícia)
芸術,げいじゅつ,(fine) art-the arts
契約,けいやく,contrato-pacto-acordo
経由,けいゆ,ir pelo caminho-via
,ケース,caso
,ゲーム,jogo
怪我,けが,ferimento (para animar objeto) - machucar
劇,げき,dramatização
劇場,げきじょう,teatro-teatro
化粧,けしょう,maquiagem (cosmética)
,けち,mesquinhez-miser-vareza
結果,けっか,resultado-consequência
欠陥,けっかん,defeito-falha-deficiência
結局,けっきょく,depois de tudo-eventualmente
決心,けっしん,determinação-resolução
欠席,けっせき,ausência-não comparecimento
決定,けってい,decisão-determinação
欠点,けってん,falhas-defeito-fraqueza
月曜,げつよう,Segunda-feira
結論,けつろん,conclusão
煙,けむり,fumaça
券,けん,bilhete-cupom-bond-certificado
県,けん,prefeitura
軒,けん,beirais
喧嘩,けんか,briga-(bêbado) briga-fracasso
見解,けんかい,opinião-ponto de vista
限界,げんかい,limitado
現金,げんきん,Dinheiro pronto para dinheiro-mercenário-interesse próprio
言語,げんご,linguagem
健康,けんこう,saúde-som-saudável
検査,けんさ,inspeção (por exemplo, alfândega-fábrica)-exame
現在,げんざい,presente até agora-hoje-tempos-modernos-atual
現実,げんじつ,realidade
現象,げんしょう,fenômeno
現状,げんじょう,condição atual-estado existente-status quo
建設,けんせつ,estabelecimento de construção
現代,げんだい,hoje em dia-tempos modernos-atualidade
建築,けんちく,construção-arquitetura
見当,けんとう,ser encontrado-objetivo-estimar-adivinhar-aproximadamente
検討,けんとう,consideração-exame-investigação-estudo-escrutínio
現場,げんば,local real da cena do crime
憲法,けんぽう,constituição
権利,けんり,privilégio de direito
後,ご,depois-desde então-no futuro
語,ご,linguagem-palavra
恋,こい,amor-ternura paixão
濃い,こい,grosso (como de cor-líquido)-denso-forte
恋人,こいびと,amante-namorada
幸運,こううん,boa sorte-fortuna
講演,こうえん,palestra
効果,こうか,efeito-eficácia-eficácia-resultado
硬貨,こうか,moeda
高価,こうか,Preço Alto
豪華,ごうか,maravilhoso-lindo-esplendor-pompa-extravagância
合格,ごうかく,sucesso-aprovação (por exemplo, exame)-elegibilidade
交換,こうかん,troca-troca-reciprocidade
航空,こうくう,voo de aviação
光景,こうけい,cena-espetáculo
合計,ごうけい,soma total - valor total
攻撃,こうげき,ataque-golpe-ofensiva-crítica-censura
貢献,こうけん,serviços de contribuição
広告,こうこく,anúncio
交際,こうさい,empresa-amizade-associação-sociedade-conhecimento
後者,こうしゃ,esta última
工場,こうば,fábrica-planta-fábrica-oficina
構成,こうせい,organização-composição
高速,こうそく,engrenagem de alta velocidade
行動,こうどう,ação-conduta-comportamento-mobilização
強盗,ごうとう,roubo-roubo
幸福,こうふく,felicidade-benção
公平,こうへい,imparcialidade-imparcial-justiça
候補,こうほ,candidatura
考慮,こうりょ,tendo em consideração
越える,こえる,ultrapassar-atravessar-atravessar
,コーチ,treinador
,コード,código-cordão-acorde
氷,こおり,granizo
凍る,こおる,congelar - congelar - congelar
,ゴール,meta
誤解,ごかい,mal-entendido
語学,ごがく,estudo de idiomas
呼吸,こきゅう,respiração-respiração
故郷,こきょう,cidade natal-local de nascimento-aldeia antiga-aldeia histórica
極,ごく,bastante-muito
国語,こくご,Língua nacional
黒板,こくばん,quadro-negro
克服,こくふく,subjugação-conquista
国民,こくみん,nacional-povo-cidadão
穀物,こくもつ,grão-cereal-milho
ここ,ここ,aqui
腰,こし,quadril
故障,こしょう,quebra-falha-acidente-fora de serviço
個人,こじん,indivíduo-privado pessoa-pessoal-privado
越す,こす,passar por cima (por exemplo, com o público)
国家,こっか,estado-país-nação
国会,こっかい,Congresso Nacional da Dieta-Parlamento
国境,こっきょう,fronteira nacional ou estadual
骨折,こっせつ,fratura óssea
小包,こづつみ,pacote
事,こと,coisa-matéria-facto-circunstâncias
異なる,ことなる,diferir - variar - discordar
諺,ことわざ,máxima do provérbio
断る,ことわる,recusar-declinar-demitir
粉,こな,farinha-farinha-pó
この,この,esse
好み,このみ,gosto-gosto-escolha
好む,このむ,gostar-preferir
,コピー,(1) uma (foto)cópia-(2) sinopse na capa de um livro
塵,ごみ,pó-sujeira
小麦,こむぎ,trigo
,ごめんなさい,Eu imploro seu perdão-com licença
小屋,こや,cabana-cabine-galpão-(animal) caneta
,これら,esses
頃,ころ,tempo-sobre-aproximadamente (tempo)
殺す,ころす,matar
転ぶ,ころぶ,to fall down - to fall over
今回,こんかい,agora-esta vez-ultimamente
今後,こんご,de agora em diante
混雑,こんざつ,confusão-congestionamento
,こんなに,assim-assim-desse jeito
困難,こんなん,dificuldade-angústia
今日,こんにち,hoje-este dia
,こんにちは,olá bom dia (saudação diurna- id)
,コンピューター,computador
婚約,こんやく,noivado
混乱,こんらん,desordem-caos-confusão-caos
差,さ,diferença-variação
,サービス,(1) sistema de suporte de serviço-(2) bens ou serviços sem custo
際,さい,por ocasião de circunstâncias
最高,さいこう,mais alto-supremo-o mais
財産,ざいさん,bens-fortuna-bens
最終,さいしゅう,último-final-encerramento
最中,さいちゅう,no meio de
最低,さいてい,menos-menor-pior
才能,さいのう,talento-capacidade
裁判,さいばん,julgamento
材料,ざいりょう,ingredientes-material
幸い,さいわい,felicidade-benção
,サイン,(1) autógrafo-(2) sinal-(3) seno
境,さかい,fronteira-limite-estado mental
逆らう,さからう,ir contra-opor-desobedecer-desafiar
盛り,さかり,ajudando-servindo
作業,さぎょう,dever de trabalho-operação-fabricação-fadiga
昨,さく,último (ano)-ontem
作品,さくひん,trabalho-opus-performance-produção
作物,さくもつ,produzir (por exemplo, agricultura) - colheitas
桜,さくら,flor de cerejeira - cerejeira
酒,さけ,por causa do álcool
叫ぶ,さけぶ,gritar-chorar
避ける,さける,(1) evitar (contato físico)-(2) afastar-evitar
支える,ささえる,ser bloqueado-sufocar-ser obstruído
指す,さす,apontar-colocar guarda-chuva-brincar
座席,ざせき,assento
誘う,さそう,(1) convidar-pedir-(2) tentar-atrair-induzir
札,さつ,(1) etiqueta-(2) bilhete-(3) amuleto
作家,さっか,autor-escritor-romancista-artista
作曲,さっきょく,composição-configuração (de música)
,ざっと,números redondos aproximadamente
,さっぱり,sentindo-se revigorado-sentindo-se aliviado-arrumado
,さて,bem-agora-então
砂漠,さばく,deserto
差別,さべつ,discriminação-distinção-diferenciação
作法,さほう,boas maneiras-etiqueta-propriedade
様々,さまざま,variado-vário
覚ます,さます,para despertar
覚める,さめる,acordar- acordar
左右,さゆう,(1) esquerda e direita-(2) influência-controle-dominação
皿,さら,prato-prato
更に,さらに,além disso-de novo-depois de tudo-mais e mais-além disso
去る,さる,sair-ir embora
猿,さる,macaco
騒ぎ,さわぎ,alvoroço
参加,さんか,participação
参考,さんこう,referência-consulta
賛成,Uӣ[い,aprovação-acordo-apoio-favor
酸素,さんそ,oxigênio
散歩,さんぽ,caminhada
四,し,quatro
氏,し,sobrenome-linhagem-nascimento
詩,し,poema-verso de poesia
幸せ,しあわせ,felicidade-boa sorte-sorte-bênção
,ジーンズ,jeans
ジェット機,ジェットき,avião a jato
直に,じかに,imediatamente-prontamente-diretamente
,しかも,além disso-ainda mais-no entanto-e ainda
叱る,しかる,repreender
式,しき,equação-fórmula-cerimônia
直,じき,sinceramente-imediatamente-exatamente
時期,じき,tempo-estação-período
支給,しきゅう,abono de pagamento
,しきりに,freqüentemente-repetidamente-incessantemente-ansiosamente
刺激,しげき,estímulo-ímpeto-incentivo
資源,しげん,recursos
事件,じけん,evento-caso-incidente
時刻,じこく,instante-tempo-momento
自殺,じさつ,suicídio
事実,じじつ,fato-verdade-realidade
支出,ししゅつ,despesas-despesas
事情,じじょう,circunstâncias-consideração-condições-situação-razões
詩人,しじん,poeta
自身,じしん,por si mesmo-pessoalmente
沈む,しずむ,afundar-sentir-se deprimido
自然,しぜん,natureza espontânea
思想,しそう,ideia
舌,した,língua
次第,しだい,(1) ordem de precedência-(2) circunstâncias-(3) imediata(mente)
