広,コウ,ひろ.い ひろ.まる ひろ.める ひろ.がる ひろ.げる,amplo- amplo- espaçoso
住,ジュウ ヂュウ チュウ -ズ.マ,す.む す.まう,habitar- residir- viver- habitar
真,シン マコ,ま ま-, verdade- realidade- seita budista
有,ユウウア.,, possuir- ter- existir- acontecer- ocorrer- aprox.
口,コウク,くち,boca
少,ショウ,すく.ない すこ.し,poucos- pouco
町,チョウ,まち,vila- cidade- quarteirão- rua
料,リョウ,,materiais de pagamento
工,コウク,,construção artesanal
建,ケン コン タ.,た.てる た.て -だ.て,construir
空,クウ ムナ.シ,そら あ.く あ.き あ.ける から す.く す.かす,vazio- céu- vazio- vago- vácuo
急,キュウ,いそ.ぐ いそ.ぎ,pressa- emergência- repentina- íngreme
止,シ -サ.,と.まる -ど.まり と.める -と.める -ど.め とど.める とど.め とど. ., pare- pare
送,ソウ,おく.る,escolta-enviar
切,セツ サイ -ギ.,き.る -き.る き.り -き.り -ぎ.り き.れる -き.れる き.れ -き.れ,cut- cutoff- ser afiado
転,テン,ころ.がる ころ.げる ころ.がす ころ.ぶ まろ.ぶ うたた うつ.る,girar- virar- mudar
研,ケント.,, polonês- estudo de- aguçar
足,ソ ク タ.,あし た.りる た.る,perna- pé- ser suficiente- contador para pares de calçados
究,キュウ ク キワ.メ,,pesquisa
楽,ガク ラク ゴウ コノ.,たの.しい たの.しむ,música- conforto- facilidade
起,キ,お.きる お.こる お.こす おこ.す た.つ,despertar- acordar- levantar
着,チャク ジャク,き.る -ぎ き.せる -き.せ つ.く つ.ける,don-chegar-vestir- balcão para ternos de roupas
店,テン,みせ たな,loja- loja
病,ビョウ ヘイ,や.む -や.み やまい,doente
質,シツ シチ チ,たち ただ.す もと わりふ,substância- qualidade- matéria- temperamento
待,タイ -マ.,ま.つ,esperar- depender de
試,シ,こころ.みる ため.す,testar- tentar- tentar- experimentar- provação
族,ゾ,,tribo-família
銀,ギン シロガ,,prata
早,ソウ サッ,はや.い はや はや- はや.まる はや.める さ,cedo- rápido
映,エイ -バ.,うつ.る うつ.す は.える,refletir- reflexão- projeção
親,シン シタ.シ,おや おや- した.しい,pai- intimidade- parente- familiaridade- negociante (cartas)
験,ケン ゲン,あかし しるし ため.す ためし,verificação- efeito- teste
英,エイ ハナブ,,Inglês britânico
医,イ,い.やす い.する くすし,médico- medicina
仕,シ ジ,つか.える,atender- fazer- oficial- servir
去,キョ コ -サ.,さ.る,ido- passado- desistir- deixar- decorrer- eliminar- divórcio
味,ミ,あじ あじ.わう,sabor- gosto
写,シャ ジャ,うつ.す うつ.る うつ- うつ.し,copiar- ser fotografado- descrever
字,ジ,あざ あざな -な,personagem- letra- palavra- seção da vila
答,トウ コタ.,こた.える,solução- resposta
夜,ヤ,よ よ る,noite
音,オン イン -ノン,おと,som- ruído
注,チュウ,そそ.ぐ さ.す つ.ぐ,derramar- irrigar- derramar (lágrimas)- derramar- concentrar- anotar- comentar- anotar
帰,キ,かえ.る かえ.す おく.る とつ.ぐ,regresso a casa- chegar a- levar a- resultar em
古,コ -フル.,ふる.い ふる-, velho
歌,カ,うた うた.う,canção- cantar
買,バイ,か.う,comprar
悪,アクオ,わる.い わる- あ.し にく.い -にく.い ああ いずくに いずくんぞ にく.む,ruim- vice- malandro- falso- mal- errado
図,ズ ト ハカ.,え,mapa- desenho- plano- inesperado- acidentalmente
週,シュウ,,semana
室,シツ,むろ,quarto- apartamento- câmara- estufa- adega
歩,ホ ブ フ アユ.,ある.く,walk-counter para passos
風,フウ フ -カ,かぜ かざ-, vento- ar- estilo- maneira
紙,シ,かみ,papel
黒,コク,くろ くろ.ずむ くろ.い,preto
花,カ ケ ハ,,flor
春,シュンハ,,primavera- primavera (estação)
赤,セキ シャク アカ.ラメ,あか あか- あか.い あか.らむ,vermelho
青,セイ ショウ アオ.,あお あお-, azul verde
館,カンタ,やかた,edifício- mansão- grande edifício- palácio
屋,オク,,telhado- casa- loja- negociante- vendedor
色,ショク シキ イ,,cor
走,ソウ ハシ.,, correr
秋,シュウト,あき,outono
夏,カ ガ ゲ,なつ,verão
習,シュウ ジュ,なら.う なら.い,aprender
駅,エキ,,estação
洋,ヨ,,estilo ocean-western
旅,リョ,たび,viagem
服,フ,,roupas- admitir- obedecer- dispensar
夕,セキユ,,noite
借,シャク,か.りる,emprestar- alugar
曜,ヨ,,dia da semana
飲,イン オン,の.む -の.み,beber- fumar- tomar
肉,ニク,,carne
貸,タイ,か.す か.し- かし-, emprestar
堂,ドウ,,câmara pública
鳥,チョウト,,pássaro- frango
飯,ハンメ,,refeição- arroz cozido
勉,ベン ツト.メ,,esforço
冬,トウ,ふゆ,inverno
昼,チュウ,ひる,dia- meio-dia
茶,チャ,,chá
弟,テイ ダイ デ オトウ,,irmão mais novo - serviço fiel aos anciãos
牛,ギュウウ,,vaca
魚,ギョ -ザカ,うおさかな,peixe
兄,ケイ キョウ ア,,irmão mais velho - irmão mais velho
犬,ケン,いぬ いぬ-, cachorro
妹,マイ イモウ,,irmã mais nova
姉,シ,あね はは,irmã mais velha
漢,カ,,Sino-- China
